"Id","Category"
1,"7"
2,"5"
3,"2"
4,"10"
5,"7"
6,"8"
7,"6"
8,"2"
9,"10"
10,"9"
11,"10"
12,"3"
13,"3"
14,"1"
15,"7"
16,"8"
17,"4"
18,"10"
19,"8"
20,"9"
21,"3"
22,"2"
23,"10"
24,"6"
25,"4"
26,"10"
27,"10"
28,"3"
29,"10"
30,"3"
31,"6"
32,"2"
33,"1"
34,"4"
35,"8"
36,"8"
37,"2"
38,"10"
39,"5"
40,"9"
41,"5"
42,"10"
43,"1"
44,"1"
45,"4"
46,"6"
47,"10"
48,"4"
49,"7"
50,"10"
51,"6"
52,"5"
53,"5"
54,"8"
55,"10"
56,"3"
57,"9"
58,"4"
59,"1"
60,"10"
61,"7"
62,"10"
63,"7"
64,"2"
65,"8"
66,"8"
67,"2"
68,"9"
69,"6"
70,"10"
71,"4"
72,"7"
73,"3"
74,"10"
75,"5"
76,"5"
77,"2"
78,"7"
79,"9"
80,"9"
81,"2"
82,"1"
83,"1"
84,"10"
85,"6"
86,"6"
87,"5"
88,"3"
89,"3"
90,"2"
91,"5"
92,"10"
93,"9"
94,"4"
95,"3"
96,"9"
97,"6"
98,"7"
99,"10"
100,"6"
101,"2"
102,"5"
103,"7"
104,"6"
105,"5"
106,"5"
107,"6"
108,"5"
109,"9"
110,"9"
111,"2"
112,"8"
113,"6"
114,"10"
115,"3"
116,"9"
117,"4"
118,"6"
119,"10"
120,"10"
121,"5"
122,"6"
123,"10"
124,"10"
125,"6"
126,"9"
127,"6"
128,"7"
129,"2"
130,"8"
131,"8"
132,"10"
133,"10"
134,"3"
135,"8"
136,"4"
137,"5"
138,"8"
139,"9"
140,"10"
141,"1"
142,"2"
143,"10"
144,"5"
145,"10"
146,"5"
147,"6"
148,"7"
149,"9"
150,"2"
151,"8"
152,"5"
153,"1"
154,"7"
155,"3"
156,"1"
157,"4"
158,"10"
159,"6"
160,"10"
161,"10"
162,"8"
163,"6"
164,"10"
165,"2"
166,"10"
167,"2"
168,"8"
169,"10"
170,"7"
171,"3"
172,"8"
173,"4"
174,"2"
175,"10"
176,"8"
177,"3"
178,"3"
179,"4"
180,"6"
181,"2"
182,"2"
183,"7"
184,"2"
185,"8"
186,"1"
187,"10"
188,"9"
189,"5"
190,"7"
191,"3"
192,"1"
193,"2"
194,"1"
195,"1"
196,"6"
197,"10"
198,"1"
199,"10"
200,"7"
201,"10"
202,"5"
203,"2"
204,"7"
205,"10"
206,"7"
207,"5"
208,"6"
209,"7"
210,"7"
211,"8"
212,"6"
213,"6"
214,"5"
215,"10"
216,"3"
217,"7"
218,"9"
219,"10"
220,"4"
221,"3"
222,"9"
223,"6"
224,"3"
225,"9"
226,"3"
227,"4"
228,"3"
229,"10"
230,"7"
231,"8"
232,"4"
233,"4"
234,"8"
235,"5"
236,"10"
237,"5"
238,"9"
239,"2"
240,"2"
241,"2"
242,"2"
243,"6"
244,"2"
245,"1"
246,"7"
247,"2"
248,"2"
249,"9"
250,"6"
251,"9"
252,"7"
253,"10"
254,"2"
255,"3"
256,"1"
257,"9"
258,"1"
259,"6"
260,"3"
261,"7"
262,"7"
263,"4"
264,"4"
265,"2"
266,"5"
267,"6"
268,"8"
269,"4"
270,"7"
271,"9"
272,"6"
273,"8"
274,"5"
275,"10"
276,"3"
277,"10"
278,"6"
279,"4"
280,"2"
281,"9"
282,"4"
283,"3"
284,"9"
285,"3"
286,"4"
287,"2"
288,"7"
289,"7"
290,"7"
291,"10"
292,"2"
293,"6"
294,"10"
295,"10"
296,"6"
297,"3"
298,"10"
299,"1"
300,"4"
301,"3"
302,"10"
303,"1"
304,"8"
305,"2"
306,"10"
307,"9"
308,"1"
309,"10"
310,"4"
311,"6"
312,"5"
313,"9"
314,"7"
315,"2"
316,"10"
317,"7"
318,"3"
319,"3"
320,"8"
321,"1"
322,"10"
323,"9"
324,"10"
325,"8"
326,"6"
327,"4"
328,"2"
329,"2"
330,"5"
331,"8"
332,"5"
333,"3"
334,"6"
335,"5"
336,"7"
337,"1"
338,"2"
339,"10"
340,"9"
341,"6"
342,"1"
343,"2"
344,"10"
345,"6"
346,"10"
347,"10"
348,"7"
349,"4"
350,"5"
351,"2"
352,"3"
353,"4"
354,"4"
355,"6"
356,"8"
357,"7"
358,"8"
359,"10"
360,"5"
361,"6"
362,"6"
363,"10"
364,"10"
365,"10"
366,"2"
367,"10"
368,"8"
369,"2"
370,"5"
371,"4"
372,"10"
373,"2"
374,"8"
375,"5"
376,"6"
377,"3"
378,"7"
379,"2"
380,"5"
381,"6"
382,"5"
383,"2"
384,"5"
385,"4"
386,"6"
387,"6"
388,"8"
389,"4"
390,"3"
391,"4"
392,"5"
393,"1"
394,"2"
395,"9"
396,"3"
397,"9"
398,"6"
399,"8"
400,"10"
401,"6"
402,"4"
403,"3"
404,"9"
405,"1"
406,"2"
407,"2"
408,"1"
409,"4"
410,"9"
411,"6"
412,"8"
413,"6"
414,"4"
415,"9"
416,"2"
417,"1"
418,"4"
419,"5"
420,"9"
421,"6"
422,"10"
423,"6"
424,"6"
425,"8"
426,"9"
