"Id","Category"
1,"5"
2,"5"
3,"2"
4,"10"
5,"10"
6,"8"
7,"4"
8,"10"
9,"2"
10,"10"
11,"9"
12,"10"
13,"3"
14,"1"
15,"3"
16,"2"
17,"4"
18,"10"
19,"4"
20,"1"
21,"8"
22,"9"
23,"3"
24,"2"
25,"3"
26,"2"
27,"4"
28,"5"
29,"10"
30,"7"
31,"6"
32,"10"
33,"2"
34,"4"
35,"8"
36,"7"
37,"7"
38,"10"
39,"10"
40,"8"
41,"3"
42,"10"
43,"1"
44,"3"
45,"3"
46,"6"
47,"10"
48,"7"
49,"9"
50,"10"
51,"7"
52,"6"
53,"5"
54,"8"
55,"9"
56,"3"
57,"9"
58,"8"
59,"6"
60,"10"
61,"4"
62,"2"
63,"4"
64,"2"
65,"4"
66,"10"
67,"2"
68,"10"
69,"4"
70,"10"
71,"4"
72,"2"
73,"2"
74,"10"
75,"5"
76,"5"
77,"2"
78,"4"
79,"9"
80,"1"
81,"2"
82,"9"
83,"10"
84,"2"
85,"6"
86,"6"
87,"3"
88,"3"
89,"3"
90,"2"
91,"3"
92,"10"
93,"9"
94,"8"
95,"5"
96,"9"
97,"4"
98,"8"
99,"10"
100,"4"
101,"2"
102,"4"
103,"7"
104,"10"
105,"7"
106,"6"
107,"3"
108,"8"
109,"10"
110,"9"
111,"2"
112,"10"
113,"6"
114,"10"
115,"8"
116,"2"
117,"7"
118,"2"
119,"2"
120,"2"
121,"5"
122,"6"
123,"10"
124,"1"
125,"2"
126,"1"
127,"2"
128,"7"
129,"4"
130,"2"
131,"3"
132,"10"
133,"10"
134,"8"
135,"2"
136,"4"
137,"8"
138,"5"
139,"8"
140,"8"
141,"2"
142,"2"
143,"10"
144,"8"
145,"2"
146,"5"
147,"4"
148,"2"
149,"4"
150,"2"
151,"10"
152,"5"
153,"1"
154,"3"
155,"3"
156,"1"
157,"8"
158,"10"
159,"6"
160,"7"
161,"2"
162,"2"
163,"3"
164,"10"
165,"5"
166,"2"
167,"7"
168,"2"
169,"10"
170,"5"
171,"3"
172,"2"
173,"10"
174,"3"
175,"10"
176,"10"
177,"3"
178,"3"
179,"2"
180,"3"
181,"1"
182,"2"
183,"4"
184,"2"
185,"5"
186,"9"
187,"9"
188,"5"
189,"3"
190,"6"
191,"8"
192,"9"
193,"2"
194,"3"
195,"10"
196,"4"
197,"10"
198,"1"
199,"10"
200,"10"
201,"9"
202,"9"
203,"4"
204,"6"
205,"4"
206,"7"
207,"3"
208,"2"
209,"10"
210,"10"
211,"8"
212,"9"
213,"7"
214,"8"
215,"10"
216,"7"
217,"5"
218,"9"
219,"2"
220,"9"
221,"9"
222,"6"
223,"10"
224,"3"
225,"9"
226,"5"
227,"7"
228,"3"
229,"9"
230,"7"
231,"10"
232,"5"
233,"4"
234,"8"
235,"5"
236,"2"
237,"5"
238,"9"
239,"2"
240,"2"
241,"2"
242,"10"
243,"4"
244,"2"
245,"1"
246,"5"
247,"7"
248,"2"
249,"9"
250,"3"
251,"9"
252,"7"
253,"2"
254,"10"
255,"3"
256,"9"
257,"9"
258,"9"
259,"6"
260,"3"
261,"5"
262,"4"
263,"5"
264,"7"
265,"2"
266,"5"
267,"2"
268,"4"
269,"3"
270,"2"
271,"4"
272,"8"
273,"8"
274,"5"
275,"10"
276,"5"
277,"10"
278,"10"
279,"2"
280,"10"
281,"9"
282,"6"
283,"4"
284,"9"
285,"3"
286,"9"
287,"2"
288,"2"
289,"7"
290,"5"
291,"2"
292,"2"
293,"2"
294,"10"
295,"7"
296,"2"
297,"3"
298,"2"
299,"9"
300,"4"
301,"3"
302,"8"
303,"9"
304,"7"
305,"2"
306,"2"
307,"6"
308,"1"
309,"2"
310,"4"
311,"6"
312,"5"
313,"9"
314,"2"
315,"4"
316,"2"
317,"10"
318,"3"
319,"3"
320,"3"
321,"3"
322,"10"
323,"9"
324,"3"
325,"4"
326,"2"
327,"4"
328,"2"
329,"2"
330,"8"
331,"8"
332,"6"
333,"5"
334,"10"
335,"1"
336,"3"
337,"8"
338,"8"
339,"2"
340,"9"
341,"8"
342,"9"
343,"10"
344,"3"
345,"2"
346,"10"
347,"10"
348,"4"
349,"4"
350,"4"
351,"2"
352,"3"
353,"1"
354,"4"
355,"4"
356,"3"
357,"5"
358,"6"
359,"8"
360,"6"
361,"10"
362,"3"
363,"10"
364,"4"
365,"10"
366,"2"
367,"9"
368,"8"
369,"2"
370,"3"
371,"6"
372,"2"
373,"10"
374,"10"
375,"8"
376,"10"
377,"3"
378,"10"
379,"2"
380,"7"
381,"6"
382,"5"
383,"2"
384,"5"
385,"2"
386,"10"
387,"2"
388,"2"
389,"4"
390,"6"
391,"8"
392,"5"
393,"9"
394,"2"
395,"3"
396,"9"
397,"9"
398,"4"
399,"8"
400,"10"
401,"6"
402,"4"
403,"3"
404,"8"
405,"1"
406,"2"
407,"6"
408,"9"
409,"8"
410,"10"
411,"2"
412,"2"
413,"1"
414,"7"
415,"9"
416,"2"
417,"9"
418,"10"
419,"5"
420,"9"
421,"3"
422,"8"
423,"6"
424,"7"
425,"8"
426,"9"
427,"2"
428,"8"
