"F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48"
0.316677682308878,0.440449438202247,0.66640229125358,0.500171998624011,0.590436876504988,0.709047127622979,0.414581607290803,0.524772162386082,0.71797845898923,0.573767371026081,0.614772510946126,0.652503331429659,0.164359861591696,0.312341407151096,0.615455594002307,0.095985060690943,0.0892623716153128,0.185434173669468,0.629927760577915,0.611912133274362,0.593808049535604,0.274662592309651,0.402750190985485,0.642933537051185,0.341830065359477,0.352124183006536,0.450326797385621,0.4220495745468,0.485608583055864,0.611764705882353,0.222611597830622,0.363454317897372,0.63145598664998,0.568122694622403,0.552009318578917,0.551349252572316,0.354990284402049,0.477866101395513,0.697933227344992,0.245798319327731,0.237254901960784,0.324649859943978,0.504437564499484,0.547162022703819,0.600481596147231,0.481917211328976,0.452287581699346,0.482788671023965
0.288977212506624,0.223370429252782,0.218653948065713,0.995278111244499,0.995918367346939,0.991796718687475,0.338465974625144,0.362139561707035,0.372029988465974,0.888071895424837,0.918954248366013,0.956045751633987,0.236638655462185,0.300280112044818,0.309019607843137,0.995014955134596,0.995945496842805,0.965769358590893,0.824288425047438,0.874636306135357,0.902150537634408,0.782698961937716,0.836293733179546,0.852364475201845,0.706792717086835,0.775910364145658,0.784803921568628,0.541251885369532,0.282579185520362,0.258974358974359,0.422450980392157,0.446928104575163,0.461339869281045,0.516641528406234,0.554147812971343,0.572549019607843,0.933986928104575,0.915904139433551,0.911328976034859,0.627718360071302,0.660873440285205,0.676559714795009,0.124533715925395,0.114395026303204,0.11142993782879,0.957245337159254,0.960210425633668,0.988426590148254
0.330837789661319,0.140819964349376,0.114438502673797,0.334012066365008,0.332654600301659,0.432730015082956,0.568868778280543,0.367601809954751,0.295082956259427,0.497549019607843,0.258627450980392,0.158235294117647,0.61679980634229,0.445122246429435,0.395206971677559,0.377559912854031,0.266448801742919,0.281699346405229,0.279073889442783,0.416616816218013,0.623861748089066,0.465808823529412,0.448406862745098,0.527328431372549,0.166299019607843,0.21703431372549,0.37389705882353,0.661261261261261,0.525914149443562,0.507101218865925,0.537411764705883,0.303686274509804,0.208627450980392,0.473420479302832,0.213798111837327,0.107915758896151,0.201116902457185,0.335740878629933,0.548423926532638,0.697719087635054,0.583993597438976,0.587515006002402,0.410457516339869,0.194533571004159,0.137136066547831,0.583921568627451,0.487549019607843,0.509019607843137
0.234338863750628,0.250729009552539,0.133584715937657,0.262689075630252,0.238879551820728,0.171988795518207,0.679599499374218,0.644889445139758,0.496954526491447,0.305206220419202,0.285733603786342,0.294388100067613,0.822775263951735,0.802865761689291,0.645550527903469,0.358703481392557,0.318167266906762,0.224209683873549,0.126381461675579,0.151693404634581,0.0606060606060606,0.190266950153555,0.217670682730923,0.101299314906685,0.306718954248366,0.278692810457516,0.203921568627451,0.214791881664946,0.205091159270726,0.131888544891641,0.593333333333334,0.540326797385622,0.433006535947712,0.40734778121775,0.356326109391125,0.262291021671826,0.521633986928105,0.470915032679738,0.360718954248366,0.457878573115993,0.407039924403496,0.311174108197496,0.280042976094547,0.30744023636852,0.161214074670964,0.16522491349481,0.186159169550173,0.0817185697808535
0.589386580320202,0.504551178269473,0.507933081489477,0.659803921568627,0.524019607843137,0.499183006535948,0.722264389626819,0.679696394686907,0.707843137254902,0.812822906940554,0.604917522564582,0.702023031434796,0.529411764705882,0.43562091503268,0.424618736383442,0.565136823960354,0.471148459383753,0.474251238957121,0.704863763687293,0.647619047619048,0.661064425770308,0.642814934192855,0.567660488853076,0.58006983615364,0.78390332877337,0.741450068399452,0.773278613771089,0.756224350205198,0.70734154126767,0.737254901960784,0.818599439775911,0.790700280112045,0.820392156862746,0.480672268907563,0.361344537815126,0.350700280112045,0.749360613810742,0.541176470588235,0.629497016197783,0.614500683994528,0.535841313269494,0.537209302325582,0.417740429505136,0.281419234360411,0.260690943043884,0.659625668449198,0.613057040998218,0.628654188948307
0.138924480683362,0.156590953212968,0.17289846631722,0.612060673325935,0.589345172031077,0.57780244173141,0.312349501203991,0.340694874441004,0.381011351909185,0.267094474153297,0.278110516934046,0.303850267379679,0.0997720018239854,0.115093479252166,0.130323757409941,0.21678431372549,0.23678431372549,0.266313725490196,0.383542269366763,0.407007393121183,0.444230151076824,0.220766488413547,0.209803921568627,0.206060606060606,0.367082590612003,0.352109328579917,0.321449792038027,0.557754010695188,0.51301247771836,0.48458110516934,0.745866974240677,0.749404075355633,0.802153018069973,0.658997821350763,0.659172113289761,0.690283224400872,0.453898768809849,0.469265845873233,0.509347925216598,0.506010928961749,0.518418514946963,0.567405978784957,0.169287925696594,0.194509803921568,0.225304437564499,0.470294117647059,0.439901960784314,0.410882352941177
0.933333333333334,0.920023767082591,0.916339869281046,0.0597722960151802,0.0572738772928525,0.0352308665401644,0.409667122663019,0.344459644322846,0.183219334245326,0.0137849079025549,0.0163596751832046,0.0113289760348584,0.334150326797386,0.247630718954248,0.166258169934641,0.0943307757885761,0.0955242966751917,0.0628729752770673,0.257591036414566,0.18655462184874,0.109243697478992,0.0326593137254901,0.0378063725490195,0.0232843137254902,0.00993822186408809,0.00945474080042975,0.0257856567284448,0.179465240641711,0.158360071301248,0.127130124777184,0.244929971988795,0.265546218487395,0.237647058823529,0.142195059842119,0.126050420168067,0.0851540616246498,0.531372549019608,0.427581699346405,0.270849673202614,0.393408427200667,0.337838965373384,0.322987067167293,0.47110423116615,0.462951496388029,0.484829721362229,0.653842077371489,0.643985161632221,0.656173820879703
0.494926859632742,0.516900093370682,0.559663865546219,0.753297682709447,0.880570409982174,0.97361853832442,0.459180035650624,0.648306595365419,0.836541889483066,0.80193716040633,0.735364989369241,0.682400188991259,0.855449156406749,0.900227998176014,0.935522115823073,0.574331550802139,0.755971479500891,0.909625668449197,0.731601307189542,0.665816993464052,0.615490196078431,0.723056118999324,0.759296822177147,0.797565922920893,0.186737967914438,0.152299465240642,0.163065953654189,0.436143790849673,0.416732026143791,0.399673202614379,0.657319366102605,0.823314531291969,0.949879129734084,0.604705882352941,0.645490196078432,0.689747899159664,0.865988864681674,0.79840232389252,0.74722827402566,0.666165070679435,0.598723210214319,0.544733242134063,0.31184012066365,0.293288084464555,0.298114630467572,0.569723183391004,0.521856978085352,0.464705882352941
0.0791633986928104,0.301437908496732,0.639633986928105,0.244193061840121,0.367797888386124,0.558672699849171,0.182159017453135,0.440810170221934,0.717474682180564,0.0609658678286128,0.0775599128540304,0.0870733478576615,0.112280701754386,0.389009287925696,0.695459236326109,0.288413547237077,0.473368983957219,0.658039215686275,0.172549019607843,0.263580842172935,0.447123111539697,0.269654528478058,0.495424836601307,0.761904761904762,0.876750700280112,0.96281512605042,0.972058823529411,0.489469862018882,0.649455337690632,0.816194625998548,0.715382491024579,0.838497652582159,0.888815244407621,0.64499484004128,0.771723426212591,0.767595459236327,0.390986245244366,0.574539069359087,0.777290020485806,0.604530087897228,0.753482082488168,0.874442190669371,0.11484593837535,0.16937441643324,0.292187986305633,0.789198486412109,0.907739938080495,0.922807017543859
0.420174816914717,0.39570044885424,0.385069690526813,0.187843137254902,0.259901960784314,0.399019607843138,0.697866205305652,0.700865051903114,0.7020184544406,0.510708898944193,0.705379587732529,0.90517848164907,0.26962962962963,0.369847494553377,0.534640522875817,0.128851540616247,0.173989595838335,0.287074829931973,0.275570934256055,0.186528258362168,0.165028835063437,0.789905591866376,0.810312273057371,0.808351488743646,0.503222898354744,0.310389903087672,0.283119224701375,0.280416976917349,0.260461653015637,0.26234797716555,0.423856209150327,0.559640522875817,0.726143790849674,0.455897914721444,0.47563025210084,0.502769996887644,0.351315160210425,0.333142037302726,0.327116212338594,0.129509803921569,0.103970588235294,0.0978431372549019,0.384178498985801,0.260108181203516,0.215753887762001,0.625490196078432,0.568443627450981,0.566360294117647
